,Unnamed: 0,Contents,Date,Summary,Title,URL,lemma,stemm,token
46,53,"When she got married 10 years ago, Ms Pranoti Nagarkar Israni, co-founder of automatic roti- maker Rotimatic, would painstakingly make chapati, an Indian flat bread, for her husband.  The time-consuming and tedious task of kneading the dough and slaving behind the stove every day got her thinking of developing an automatic roti-maker.  As it turned out, she and her husband Rishi Israni, both 34 and graduates from the National University of Singapore, were perfectly suited to the task.  Ms Nagarkar is a mechanical engineer, while Mr Rishi is a computer science graduate who ran his own mobile security company. So, she took charge of figuring out the mechanics of the roti-maker, while he figured out the software technology.  The India-born Singapore citizens, who have a three-year-old son, started Zimplistic in 2008. Eight years later, the company's first and only product, the Rotimatic, has finally been shipped to its first batch of customers. They had placed orders in 2014.  The robotic roti-maker received special mention in Prime Minister Lee Hsien Loong's National Day Rally speech last Sunday.  1. Plug in the Rotimatic and switch it on. It takes three to four minutes to heat up. Meanwhile, fill the compartments with flour, oil and water. 2. On the touchscreen, select the number of roti required, the thickness, roast level and amount of oil (one or two drops for each roti). Press the start button. 3. The machine will start to churn out a ball of dough from the flour, oil and water. If the dough is not formed properly, an error message will appear and the dough can be removed by opening the side door to the machine. The dough-making will then resume. 4. Once the dough is formed, a lever pushes it onto a hot pan to cook. The dough is flattened into a disc and it puffs up while cooking . When the first roti is being cooked, the machine will start kneading the dough for the next one. 5. Once cooked, the roti is pushed out onto the attached (removable) tray. It is best eaten hot with curry, as a wrap with filling or as a dessert crepe. 6. The machine can make up to 20 roti in less than 30 minutes. If there is not enough flour, water or oil in the containers, the machine will prompt the user to add more ingredients. 7. To clean the Rotimatic, the ingredient containers and parts used for the kneading of the dough can be removed for washing. When cool, the hot pan (not removable) can be wiped clean.  Watch how the Rotimatic works at str.sg/4cGh  When speaking on promoting entrepreneurship, he cited it as one of the success stories from start-up hot spot Block 71 in Ayer Rajah Crescent. It is run by the JTC Corporation and is part of the JTC LaunchPad programme, which provides a nurturing environment for start-ups.  Zimplistic's office is now located in Commonwealth Lane.  The machine can make up to 20 cooked roti in under 30 minutes, using only whole wheat flour, oil and water.  Users select the thickness of the roti, roast level, amount of oil and number of roti required, and press a button to start the process.  Each Rotimatic is priced at US$999 (S$1,351). It is made in Malaysia, weighs 18kg and is about the size of a microwave oven.  Pre-orders for the next batch of machines are likely to open next month, says Ms Nagarkar, but deliveries may be made only in the first quarter of next year, as the company is now shipping machines to customers in the United States who pre-ordered them.  Shipment has been completed for the ""few hundred"" Singapore orders.  Within five days of launching pre-orders in the US and Singapore in June 2014, the company received more than 8,000 orders.  Ms Nagarkar says customers were updated via e-mail about the progress and were allowed to request refunds at any time. Seven per cent of customers who preordered asked for refunds, she adds.  On the challenges faced at the beginning, she says: ""Many people thought the Rotimatic was a crazy idea. Building a team and getting investors were tough. We needed to raise money and credibility.""  To build buzz, she took part in the Start-Up @Singapore Business Plan Competition in 2009 and won the top prize of $40,000 for the Rotimatic.  The following year, the company got its first seed funding of US$400,000 from angel investors. In 2012, Zimplistic received US$3 million from private investors and, in July last year, another US$11.5 million of funding was received from venture capital firm NSI Ventures and global engineering giant Robert Bosch GMbH.  Calling the eight years it took to perfect the Rotimatic a ""humbling experience"", she says: ""We took time to stabilise the system, to make sure every roti is consistent. For the past two years, we would make 2,000 roti daily in the office, to test the reliability of the machine.""  Of course, the Rotimatic is not perfect. Currently, it can work with only one brand of flour - Aashirvaad whole wheat flour - which can be bought online at www.myonlinegroceries.com. It costs $2 for a 1kg bag.  If the ball of dough rolled out is not ""perfect"", the machine will alert users to discard the dough before churning out another batch.  Ms Nagarkar says: ""For the first batch of machines that we have sent out, perhaps the first five roti may not be great. It is also a learning path for the machine.""  There are plans to upgrade the software so users can make other types of flat breads and add ingredients such as herbs and spices to the dough.  The smart flat bread-maker is programmed to enable software upgrades over the cloud and remote troubleshooting via an app.  This will also allow users to get recipes from Zimplistic's in-house chef, who was initially hired to provide meals for the 85 office staff. The chef now helps in product development.  Ms Nagarkar hopes to sell the Rotimatic to other countries such as India, as well as in the Middle East and Britain.  The product will be sold exclusively online - she has no plans to sell it in supermarkets or department stores. However, she does not rule out doing product demonstrations for consumers to understand how the machine works.  On the hefty price tag, she says the Rotimatic - with its smart functions and cooking abilities - is unlike other kitchen appliances.  She says: ""The making of roti - it's the same amount of hassle and pain required when washing clothes with your hands. When you have a washing machine, you realise how much time it saves you.  ""Rotimatic is similar, in terms of saving you time and tedious labour. And you get a cooked product at the end of it.""   For more information, go to rotimatic.com  Correction Note:An earlier version of this story said that Block 71 is run by the Jurong Town Council (JTC). This is incorrect. It is run by the JTC Corporation. We are sorry for the error.",2016-08-27,"Singaporean couple invents roti-making robot, Rotimatic ... out the mechanics of the roti-maker, while he figured out the software technology.","Singaporean couple invents roti-making robot, Rotimatic",http://www.straitstimes.com/lifestyle/food/easy-roti-in-a-jiffy,1,2,2
47,55,"A flying drone could soon take inventory in a warehouse--and possibly someone's job--as Singapore-based Infinium Robotics works to carve a niche in the drone market by developing a flying warehouse robot.  The company got its start coordinating drones for aerial displays and later attempted to apply drone technology use in food service, although this proved to be challenging. Today, Infinium focuses on providing robotics solutions in the warehouse and logistics sector.  ""We are focused on indoor applications (for) very practical purposes because for outdoor applications, we have to deal with regulations. We have to deal with issues like privacy as well (but) if you fly drones indoors, you do away with all these issues,"" Junyang Woon, founder and CEO of Infinium Robotics, tells CNBC's ""Managing Asia.""",2017-02-09,"Today, Infinium focuses on providing robotics solutions in the ... of Singapore Navy officer became fascinated by drone technology after seeing ...",Flying warehouse drones are in the works by Singapore's Infinium ...,http://www.cnbc.com/2017/02/09/flying-warehouse-drones-are-in-the-works-by-singapores-infinium-robotics.html,6,1,2
48,56,"Here in tech-crazy Asia, robots occupy a special place in our hearts, homes and workplaces.  AsianScientist (Jan. 3, 2017) - By Eugene Wambeck - We may not always see them in action, but robots are already a common sight throughout Asia in areas such as manufacturing and logistics. Not content with robots that make products, researchers in Asia are pushing the envelope and developing robots that engage in conversation, provide support to overworked hospital staff, and even keep an eye on your cat when youre at work.  In this robotics and artificial intelligence issue of Asian Scientist Magazine, we highlight ten made-in-Asia robots that are making waves in fields ranging from healthcare to entertainment.  Keep a lookout for these mechanical marvels coming soon to a home near you!      1. Kirobo  This diminutive robot holds the honor of having been the first robot companion in space. In fact, Kirobo holds another Guinness World Record for a robot holding conversation at the highest altitude!  Designed by Toyota Motor Corporation and partners, Kirobo is equipped with the companys latest voice and facial recognition software. Kirobo accompanied Japanese space astronaut, Commander Koichi Wakata, for 18 months on board the International Space Station from August 2013 to February 2014.  Back on earth, a miniaturized version of Kirobo is now commercially available as a driving companion.",2017-01-04,"Here in tech-crazy Asia, robots occupy a special place in our hearts, homes ... In this robotics and artificial intelligence issue of Asian Scientist ...","Hello, World! Meet 10 Made-In-Asia Robots",https://www.asianscientist.com/2017/01/print/hello-world-meet-10-made-in-asia-robots/,4,4,1
49,57,"SINGAPORE - The National Robotics Programme, which was announced last year (2015), will be scaled up this year with the announcement of more than $450 million to support it over the next three years.  Finance Minister Heng Swee Keat made the announcement in his Budget speech on Wednesday (March 24) as he spoke about industry-level transformation.  Developing and deploying new technologies to solve problems that are relevant for the entire industry can drive industry-level transformation, he said.  Robotics technology can enable us to work more effectively in a tight labour market, and can also create more high value-added jobs, he added.  Keeping that in view, the ministry will work with solution providers to offer packaged solutions to small and medium-sized enterprises (SMEs) at a reasonable cost.  Robotics and automation technology can be applied widely to transform sectors such as healthcare, construction, manufacturing and logistics.  Using the example of robotics in the healthcare industry, Mr Heng said the technology is being used in pharmacies in hospitals to pick medication accurately and quickly, which frees up time for staff to give advice on the medication.  Autonomous transporters are also being used to move supplies efficiently in hospitals.  Power-assisted bed transport technologies to reduce the manual effort in moving patients are also being tried out, he said.",2016-03-24,"SINGAPORE - The National Robotics Programme, which was ... Robotics technology can enable us to work more effectively in a tight labour ...",Singapore Budget 2016: More than $450 million to support National ...,http://www.straitstimes.com/business/economy/singapore-budget-2016-more-than-450-million-to-support-national-robotics-programme,8,5,2
50,58,"The robot, PictoBot, can paint a wall 90 square metres in size in an hour, whereas it would take a team of two painters more than 1.5 hours to do the same job.  SINGAPORE: A spray-painting robot could halve the number of workers needed to paint walls at industrial developments, do the job 25 per cent faster and improve safety, announced Nanyang Technological University (NTU), JTC and the National Research Foundation (NRF) on Wednesday (Oct 26).  Industrial buildings come with high ceilings to accommodate bulky equipment and materials. Currently, the conventional method for spray painting requires a team of two painters using a scissor lift to reach the high ceilings.  ""Working at such heights exposes painters to various safety risks,"" they said.  In comparison, the 1.5-tonne PictoBot needs only one human supervisor on ground level. Using its optical camera and laser scanner, the robot can navigate and paint walls up to 10 metres high with its robotic arm.  PictoBot can paint a wall 90 square metres in size in an hour, whereas it would take a team of two painters more than 1.5 hours to do the same job.     It can also work four hours on one battery charge, giving walls an even coat of paint that matches industry standards. It can even operate in the dark, the organisations added.  These features allow the robot to paint continuously day or night, improving efficiency and freeing up manpower.  Developed in a year at NTU's Robotic Research Centre, the project is supported under NRF's Test-Bedding and Demonstration of Innovative Research funding initiative which aims to use Government-led demand efforts to demonstrate feasibility of innovative technologies and catalyse adoption by private sectors.  To ensure that PictoBot meets industry standards, its developers said it will be tested at industrial developments such as JTC Space @ Gul.  JTC Director of Innovation Programme Office and Corporate Planning Anil Das said that such robotic solutions help improve the productivity of the construction industry.  ""Developers can go to market a lot faster and industry players can continue with us to develop even more innovative solutions to alleviate some of the construction productivity challenges that we face today,"" he said.  As for how jobs in the future will be affected by autonomous robots, NTU Robotic Research Centre Director Professor Chen I-Ming said workers will be able to upgrade their skills and will be trained to operate the machines.    ""There are still very challenging tasks that robots cannot do, so workers can work on those to create maximum value.",2016-10-25,"SINGAPORE: A spray-painting robot could halve the number of workers ... announced Nanyang Technological University (NTU), JTC and the ...","Scientists create robot that can paint walls 25% faster, improve safety",http://www.channelnewsasia.com/news/singapore/scientists-create-robot-that-can-paint-walls-25-faster-improve/3236262.html,0,2,8
51,59,"SINGAPORE - Singapore's greatest tech show is back! From March 16 to 19, IT Show 2017 will be held at Suntec Convention and Exhibition Centre, Level 3 (11am - 9pm) as well as Levels 4 and 6 (12 - 9pm). The highly-anticipated IT Show 2017 promises plenty of gadgets and gizmos for gamers and tech fans.  Some highlights of Singapore's first IT Show of 2017 include the launch of some of 2017's most anticipated laptops such as the Dell Inspiron 11 3000 2 in 1, XiaoMi Laptop, HP Omen 15 ax213TX, Lenovo Legion Y720 and Y520, Casio WSD-F20, a smart outdoor watch, and ChatSim - the world's first SIM card that gives you unlimited messaging from anywhere in the world on your favourite chat apps. Also, be sure to look out for GAMEX - the ultimate gaming zone where you can catch live matches and grab the latest systems and gears at unbeatable prices!  With much of Level 6 dedicated to gaming and all that jazz, gamers will find it tough to go home empty-handed at GAMEX. There are plenty to do at GAMEX - stage activities where you can check out virtual reality (VR) gaming experience, HEARTHSTONE competition and exclusive game showcase of PlayStation Horizon Zero Dawn and Nioh, this is one show not to be missed.  At the PlayStation booth, participants will get to experience and discover a new world of unexpected gaming and entertainment experiences with PlayStationVR. Step into incredible virtual worlds with games such as Horizon Zero Dawn, an exhilarating new open-world action role-playing game in which the gamer takes on the role of skilled hunter Aloy for exploring a vibrant and lush world inhabited by mysterious mechanized creatures.  The top gaming brands will all be featured at the show and gamers can be sure to save big on their latest hardware and software. Don't miss out on deals and latest launches from brands such as Steelseries, Hyperx, Zowie, Gigabyte, ASUS, and Acer.  Go tech crazy at the Tech Showcase (Level 4, back of Halls 401/402)  Tired of getting a new SIM card or a Wi-Fi device every time you head abroad You no longer need to do that with ChatSim - the world's first SIM card that lets you enjoy unlimited messaging from anywhere on the globe on your favourite chat apps - WhatsApp, Messenger, WeChat, Line, Telegram and many more!  Some of the newest bots in the market will also be introduced at IT Show 2017! One of which is Lumigent, the smart robotic desk lamp that is so much more than a light source! Not only does the lamp come with a camera, Wi-Fi, and smart capabilities, it also features a movable axis which can automatically transform itself into appropriate positions - all you need to do is to activate it with voice control.  Another bot to look out for is the Tipron, a home robot that projects any sort of content from anywhere, and on any surface. Isn't it just perfect for watching a movie on your ceiling while in bed, or showing a photo slideshow of your family's vacation  Heavy computer users will be glad to know about the Secretlab's latest launch, TITAN, which features a taller backrest and wider seat base than most chairs, accommodating larger users up to 130kg. Utilising an integrated adjustable lumbar support, the TITAN provides all the support you need for your back - say goodbye to bad postures and aches even when at your desk for hours straight.  Aztech introduces BLINK, a wire-free home security and HD video monitoring system, will also be seen at the show. BLINK delivers up to two years' worth of battery life powered by just two AA Lithium batteries! Is it just us or are you just as amazed with the battery life of this tiny, aesthetically-pleasing, wireless camera Say goodbye to all that messy wires and bulky machines, and hello to great mobility and compact design.  If you're purchasing a new tablet or smartphone at the show, don't forget to grab yourself a FREE ch2 Screen protector! Limited to 2000 giveaways daily.  Test your luck at the sure-win Lucky Dip  With more than $250,000 worth of prizes and vouchers to be won, no one walks away empty-handed at the IT Show. Attractive prizes include Creative Sonic Carrier, Roomba Smart Robotic Vacuum to Casio smart watch, Case Logic bags, Audio-Technica headphones, and more. Best part of all All visitors (whether you make any purchases at the show or not) are eligible for the lucky dip!  Trade your old gadgets and games for cash vouchers  You can't make progress by clinging to the old, so bring your old gadgets and games to the show and exchange them for cash vouchers to get yourself some of the latest and hottest deals in town. Thinking of upgrading your e-mobility vehicle You'll be glad to know that you can get up to $300 off your next purchase at mobot (Level 6, booth 6651) if you bring yours along to trade in. Game consoles can also be exchanged for cash vouchers, please refer to the website for the list of items eligible for trade-ins.  Put on your best faces at the Booth Babes Contest  The most creative pose with any of our Booth babes will stand a chance to win a Casio camera. Simply snap, post and share on ComexandITShow FaceBook page.  IT Show 2017 is organised by Exhibits Inc, a wholly-owned subsidiary of Sphere Exhibits, the events and exhibition subsidiary of SPH.  For more information, visit www.itshow.com.sg or www.facebook.com/ComexITShow/.",2017-03-12,"SINGAPORE - Singapore's greatest tech show is back! ... Another bot to look out for is the Tipron, a home robot that projects any sort of content ...",IT Show 2017: Gadgets and gizmos aplenty at Singapore's greatest ...,http://digital.asiaone.com/digital/news/it-show-2017-gadgets-and-gizmos-aplenty-singapores-greatest-tech-show,4,4,1
52,60,"Robots may be good at following instructions, but could they also be our companions and caregivers  AsianScientist (Jan. 3, 2017) - By Feng Zengkun - Head to Singapores Nanyang Technological University (NTU) and you might be able to spot Nadine, a cyberhuman with soft skin, brunette hair, and a ready smile. Touted as the worlds most life-like robot, she can not only remember your name and past conversations, but also strike up a chat and even empathize with your troubles.  Over the past few years, scientists across Asia have unveiled a series of humanoid robots that could one day help to look after our children, keep grandma and grandpa company and give directions to people in public spaces such as museums and malls. Aside from Nadine, there is also JiaJia, a female robot created by Chinese researchers, and Geminoid, a male robot developed by renowned Japanese roboticist Hiroshi Ishiguro (What Humanoids Can Teach Us About Being Human).  These social robotsso-called because they are meant to interact with peoplecould help to alleviate the lack of caregivers in aging societies such as Singapore, Japan, China and South Korea, and their limitless patience could also be useful in therapy for children with learning problems and the elderly who suffer from dementia.  Although the need is undoubtedly great, are robots currently up to the task And even if they were, should machines replace human companions and caregivers      The complexity of a chat  Not unlike people, robots rely on sensors, such as cameras for eyes and microphones for ears, to recognize images and sounds, and then process the information to react accordingly. However, while they can be programmed to learn to identify people, objects and words, they remain ill-equipped to detect nuances in human interactions, which range from sarcasm to passive-aggressiveness and subtext.  Most people instinctively pick up on a multitude of subtle cues, such as body language, facial expressions and tone of voice, to determine other peoples moods and feelings. Robots are currently unable to replicate such seamless collection and integration of cues, which means that they are usually unable to tell if a person is being sarcastic or sincere.  There are other technical challenges. Like people, robots microphone-ears can be distracted by surrounding noises, and their camera-eyes derailed by bad lighting, occlusion and environmental obstructions, for example, if it is raining. While people are good at recognizing other people in unusual positionssuch as elderly people who are hunched overrobots might be flummoxed by such variations.  Also, while researchers have made several achievements in physical human-to-robot interactions, the settings of the investigated scenarios are still too simplesuch as just shaking handsto be realistic enough for real-world applications, said other scientists. Robots need more physical and emotional intelligence if they are to care for the elderly or children.      Becoming human  Research institutes and companies across Asia are looking into solutions for these challenges. One widely-used method is to collect massive amounts of data and use it to teach the robots.  One success story so far is Xiaoice, an artificially-intelligent software program designed by Microsofts Applications and Services Group East Asia to chat with people online (The AI Spring Is Coming). Modeled after the persona of a 17-year-old Chinese girl, Xiaoice has had more than ten billion conversations with people, with many of them not realizing she wasnt human until ten minutes into the chat, according to her creators.  But big data is no silver bullet. When Microsoft launched a similar chatbot called Tay in March 2016, she had to be taken down in just 16 hours, having evolved into an expletive and hate-spewing Twitter stream. Unlike Xiaoice, Tay had somehow not managed to learn the social rules of engagement from its analysis of Twitter data. Instead, she merely reflected the very worst of human behavior, becoming like the racist trolls that haunt the underbelly of the internet.  All this suggests that robots need some guidance in their journey to becoming more human. In 2007, the government of South Korea said that it was drawing up a Robot Ethics Charter to prevent social ills from the use of robots. While there have been no updates, researchers said at the time that it could include guidelines that robots must not deceive or hurt people, and that their users personal details and other sensitive information must be kept confidential.  Nonetheless, ATR laboratories Kanda is optimistic that the technological challenges and ethical concerns can be resolved, and that similar issues had been raised with existing technologies such as smartphones and computers.     This article was first published in the print version of Asian Scientist Magazine, January 2017.  Copyright: Asian Scientist Magazine.   Disclaimer: This article does not necessarily reflect the views of AsianScientist or its staff.  To read more, subscribe to Asian Scientist Magazine in print and receive two issues of Asian Scientist Magazine delivered directly to your mailing address for 12 months, inclusive of taxes and postage.",2017-01-04,"Robots may be good at following instructions, but could they also be our ... Head to Singapore's Nanyang Technological University (NTU) and ...",Caring Cyborgs,https://www.asianscientist.com/2017/01/print/caring-cyborgs/,4,4,1
53,61,"A new robot that can paint faster than humans will soon be brushing its way across industrial buildings here, and may even roll into other spaces if ongoing tests take off.  The PictoBot, invented by scientists from the Nanyang Technological University's (NTU) Robotic Research Centre, can spray-paint high interior walls 25 per cent faster than two workers.  For instance, a 90 sq m wall usually takes over 90 minutes for two men to spray-paint. But the robot, which weighs 1,500kg when fully loaded with paint and 12 batteries, can do the job within an hour.  The PictoBot, named after pictor, the Latin word for painter, can house 120 litres of paint before it is manually refilled.  Using an optical camera and laser, it can automatically scan its surroundings and navigate walls up to 10m high with its six-axis robotic arm and automated jack-up platform. The machine, which measures 2m by 2m by 3.5m, was developed in a year by JTC Corporation and local start-up Aitech Robotics and Automation.  The National Research Foundation, which supported the project through its Test Bedding and Demonstration of Innovative Research funding initiative, did not reveal the robot's cost. But it said funding of up to $1 million is provided for each project under the initiative.  Mr Anil Das, director of JTC's innovation programme office and corporate planning, said the robot helps to mitigate risks of painting at height, as many industrial buildings have high ceilings to house bulky equipment and materials.  Currently, painting these walls requires at least two painters in a scissor lift. The PictoBot, which can run for four hours on one battery charge, requires only one human supervisor and can even operate in the dark.  The principal investigator of the project, Professor Chen I-Ming, director of the NTU Robotic Research Centre, said the PictoBot has a higher quality of finish compared with current painting methods.  ""Painting large industrial spaces is repetitive, labour intensive and time-consuming,"" said Prof Chen. ""The autonomous behaviour also means that a single operator can handle multiple robots and refill their paint reservoirs.""  Prof Chen's team will continue to look at improving the robot, such as enabling it to replace its own paint cans and paint in more than one colour. He added that they are considering rolling out the use of the robot to non-industrial buildings, although more testing is needed in the meantime.  To ensure that the robot's functions are comparable or better than industry standards, it will next be tested at industrial developments such as JTC Space @ Gul.",2016-10-26,"The PictoBot, invented by scientists from the Nanyang Technological University's (NTU) Robotic Research Centre, can spray-paint high interior ...","This robot painter can save time, manpower",http://www.straitstimes.com/singapore/this-robot-painter-can-save-time-manpower,0,2,8
54,62,"Singaporeans were least comfortable with integrating artificial intelligence in education but were more acceptable to it being used in household controls, according to a study by Blackbox Research.  SINGAPORE: Fancy having a robot teach your kids, or having them use educational tools integrated with artificial intelligence (AI)  Just over four in 10 Singaporeans, or 43 per cent, polled by Blackbox Research were keen on integrating AI in their children's education. This was below the regional average of 58 per cent and just above Indonesia at 40 per cent - the lowest among the five Asian countries surveyed. Japan, China and South Korea were the other three countries surveyed.  Blackbox surveyed 3,213 adult respondents across the five countries between Oct 12 and 23 last year.  Similarly for transport, Singaporeans and Indonesians showed the most resistance towards AI integration. According to the survey, 49 per cent of Singaporeans and 47 per cent of Indonesians polled said they were comfortable with this, below the regional average of 66 per cent. China topped the category at 76 per cent.    ""Surprisingly for a country playing host to the worlds first self-driving taxis, less than half of Singaporeans are comfortable with AI integration in their transport, suggesting a decrease in trust in self-automated transport post Julys runaway LRT incident,"" the survey report said.  On Jul 28 last year, a fault on an LRT train's antenna caused the train to skip three stations along the Bukit Panjang LRT line.  The country is continuing its push in this area though, loosening up regulations to foster innovation, particularly in the autonomous vehicle arena.    On Tuesday, Parliament passed the Road Traffic (Amendment) Bill, which includes a regulatory sandbox allowing the Transport Minister to create new rules that can place time and space limits on the AV trials, set standards for the design of the AV equipment and impose requirements to share data from the trials, among others.  When it comes to having AI integrated with homes, however, Singaporeans were more receptive, the survey found.  A total of 74 per cent of Singapore respondents would be willing to have the technology in their house, in line with the regional average of 80 per cent. China, again, led the way with 87 per cent while South Korea, home to Samsung and its range of AI-integrated household control technology, followed at 79 per cent.  Almost nine in 10 Chinese, or 88 per cent, would also allow a robot to do their household chores, followed by Japan at 76 per cent and South Korea at 75 per cent. Singapore and Indonesia were at 67 per cent, the survey showed.  A high level of acceptance for AI tech was seen for the supermarkets category, too, with 73 per cent of Singaporeans indicating their acceptance.  ""Most of Asia seems ready to accept AI into their retail shopping lives, especially in supermarkets where self-checkout systems are becoming an everyday norm,"" the survey report said.  Overall, just under four in five Asians in the countries polled were comfortable with AI entering their everyday lives, with China leading the way in terms of adopting it, Blackbox found.  ""The survey findings show that the potential for artificial intelligence in Asia is enormous. Theoretically, Asians have always been quick adaptors of new technology, and it would seem that the region is now poised to lead the rest of the world in embracing even higher forms of technology,"" it said.",2017-02-07,"SINGAPORE: Fancy having a robot teach your kids, or having them ... of AI-integrated household control technology, followed at 79 per cent.","Singaporeans not comfortable with robot-led teaching, transport ...",http://www.channelnewsasia.com/news/singapore/singaporeans-not-comfortable-with-robot-led-teaching-transport/3501194.html,1,8,0
55,63,"A new report from the International Bar Association has outlined the risks and rewards of artificial intelligence (AI), which while bordering on scaremongering also makes some good points, writes Telecoms.com (Banking Technologys sister publication).  The report highlights there is likely to be a widening gap between the worlds richest and poorest nations. Countries like China or Thailand have grown through the last few years partly due to the difference in labour costs. Primary (mining, for example) and secondary (manufacturing) industries have been moved offshore because of the cost benefit, though robotisation on a mass scale would make this transition redundant.  The report highlights: While one production working hour costs the German automotive industry more than 40, the use of a robot costs between 5 and 8 per hour. A production robot is thus cheaper than a worker in China is. A further aspect is that a robot cannot become ill, have children or go on strike and is not entitled to annual leave.  This is a very real threat which could lead to mass unemployment, and migration towards more affluent regions of the world. The report deems 70% of employment in countries like India or Thailand under threat, which could very feasibly lead to unprecedented levels of migration.  On the other end of the scale, countries like Singapore, Hong Kong, Taiwan and South Korea in Asia, or the Scandinavians in Europe have been working to find digital solutions for complex issues for a long time. Here, only 6% of the population is under threat of unemployment. Elsewhere, in countries like the UK, the cost effectiveness of robots in manufacturing could see such industries return. The basic roles will be performed by the robots themselves, though there will be new jobs created with the return of smart factories.  The education system will also be called into question. This is another highly valid point as it challenges the basic concept of education; smarter is better. With the introduction of more automated workloads, certain roles which are highly valued in todays society will come under threat. An accountant, for instance, could in theory become redundant.  That said, money is the most important factor in todays world. Humans are unlikely to hand over control of the most important certainty in society at any point in the foreseeable future. AI will become an assistant, however there will be a human element in control for a long-time.  This doesnt protect manufacturing or artistic crafting jobs however, though one suggestion made by the authors is to create a made by human label. In the same way free-range foods or ethically sourced products are marketed today, a made by human product range could well capture the interest of certain demographics. But this will only be a diversionary tactic; the transition will continue to role on as it has with cheaper products in the super market today.  What the report doesnt address is the human element. The tone and approach is typical for a lawyer; its accurate, functional and devoid of emotion or human connection. While artificial intelligence is progressing at an astonishing rate, the development of the technology will not dictate mass market usage, the acceptance of the mass market will.  Over the last couple of months we have seen small incremental introductions of artificial intelligence to the world of technology. Minor examples, such as Facebooks auto-tagging feature, normalise AI in the eyes of the consumer to such a degree the definition of what AI is becomes blurred. Most people dont realise AI plays a notable role in their lives already, but this transition will be a lengthy one.  As humans we need someone to blame when something goes wrong, as most of the time we are unable to hold ourselves accountable. Machines do not accept blame or sympathise with consequence however. Can you sue a machine In countries where litigation is common, this could be a huge point of resistance. Without the ability to place blame, humans would lose an element of control, and quite frankly, not many people would be prepared to do that.  So yes, primary and secondary industries around the world are under threat, but it magnitude of change in human mentality to accept AI in tertiary industries on a fundamental and mass-scale is huge. Were not there yet.  Lawyers could be placed in a similar bracket to consultants; they find problems and create work for themselves. So yes, eventually tertiary jobs will be handed over to AI, but lets put the scaremongering into a 2017 perspective; theres no need to panic just yet.",2017-04-04,"A production robot is thus cheaper than a worker in China is. ... On the other end of the scale, countries like Singapore, Hong Kong, Taiwan and ... incremental introductions of artificial intelligence to the world of technology.",70% of jobs in developing markets under threat from AI – report,http://www.bankingtech.com/789462/70-of-jobs-in-developing-markets-under-threat-from-ai-report/,1,8,2
56,65,"SHENZHEN (CHINA DAILY/ASIA NEWS NETWORK) - A man was hurt after an educational robot smashed a window at a technology fair and he was cut by the glass.  While some called it an ""attack"" on the visitor at the China Hi-tech Fair (CHTF) 2016 on Thursday (Nov 17), the accident was caused by misoperation of the robot by a staff member, the organising committee of CHTF said on Friday.  The visitor was reportedly injured after a robot named ""Xiaopang"" (meaning ""Fatty"") ran into a window, smashing it into pieces.  The visitor's leg was wounded by broken glass and he was taken to Peking University Shenzhen Hospital in an ambulance. He later went home after receiving a few stitches.  The accident took place at about 2pm when the exhibitor, Spreadview Century, a Shenzhen high-tech enterprise, was demonstrating the robot to visitors.  In a statement, the fair's organising committee said the employee mistakenly hit the ""forward"" button, instead of the ""reverse"" one, leading to the accident.  An exhibitor surnamed Zhang whose booth is located near the accident site told China Daily that he heard a loud noise when the accident happened and saw many people gathering at the site.  The robot had been withdrawn from the site by Friday afternoon.  The robot, produced by Beijing robot company Evolver, was developed for children aged between four and 12 years old for educational use, according to media reports.  It made its debut in November 2015 at the World Robot Conference.  CHTF, known as China's biggest and most influential technology show, is an annual event during which enterprises and organisations from all over the world share and trade their latest technologies and products.  This year's fair, held in Shenzhen from Nov 16 to 21, attracted more than 3,000 exhibitors from 37 countries and regions across the world.",2016-11-19,SHENZHEN (CHINA DAILY/ASIA NEWS NETWORK) - A man was hurt after an educational robot smashed a window at a technology fair and ...,Man injured after robot smashes booth at Shenzhen technology fair,http://www.straitstimes.com/asia/east-asia/man-injured-after-robot-smashes-booth-at-shenzhen-technology-fair,4,4,4
